-83673.210889363138 -360110.76163582201 -131320.02522431215
-83579.139047660181 -360131.23699853336 -131336.26273163670
-83485.061822658055 -360151.68916644715 -131352.49178007114
-83390.979220587789 -360172.11813898687 -131368.71236884038
-83296.891247680309 -360192.52391557751 -131384.92449716991
-83202.797910166453 -360212.90649564541 -131401.12816428568
-83108.699214276974 -360233.26587861823 -131417.32336941425
-83014.595166242536 -360253.60206392501 -131433.51011178267
-82920.485772293716 -360273.91505099612 -131449.68839061854
-82826.371038660975 -360294.20483926334 -131465.85820515000
-82732.250971574715 -360314.47142815986 -131482.01955460568
-82638.125577265237 -360334.71481712011 -131498.17243821482
-82543.994861962739 -360354.93500558002 -131514.31685520711
-82449.858831897349 -360375.13199297676 -131530.45280481287
-82355.717493299075 -360395.30577874900 -131546.58028626285
-82261.570852397839 -360415.45636233664 -131562.69929878839
-82167.418915423492 -360435.58374318102 -131578.80984162138
-82073.261688605766 -360455.68792072480 -131594.91191399420
-81979.099178174307 -360475.76889441209 -131611.00551513981
-81884.931390358688 -360495.82666368823 -131627.09064429166
-81790.758331388352 -360515.86122800008 -131643.16730068374
-81696.580007492666 -360535.87258679571 -131659.23548355058
-81602.396424900915 -360555.86073952465 -131675.29519212729
-81508.207589842263 -360575.82568563777 -131691.34642564945
-81414.013508545802 -360595.76742458733 -131707.38918335320
-81319.814187240510 -360615.68595582689 -131723.42346447520
-81225.609632155290 -360635.58127881138 -131739.44926825265
-81131.399849518930 -360655.45339299715 -131755.46659392328
-81037.184845560128 -360675.30229784187 -131771.47544072539
-80942.964626507484 -360695.12799280457 -131787.47580789778
-80848.739198589508 -360714.93047734565 -131803.46769467974
-80754.508568034609 -360734.70975092694 -131819.45110031118
-80660.272741071109 -360754.46581301145 -131835.42602403252
-80566.031723927212 -360774.19866306375 -131851.39246508467
-80471.785522831036 -360793.90830054967 -131867.35042270910
-80377.534144010599 -360813.59472493641 -131883.29989614780
-80283.277593693812 -360833.25793569256 -131899.24088464331
-80189.015878108505 -360852.89793228806 -131915.17338743870
-80094.749003482400 -360872.51471419417 -131931.09740377759
-80000.476976043123 -360892.10828088352 -131947.01293290409
-79906.199802018207 -360911.67863183015 -131962.91997406288
-79811.917487635059 -360931.22576650948 -131978.81852649918
-79717.630039121010 -360950.74968439818 -131994.70858945869
-79623.337462703290 -360970.25038497435 -132010.59016218767
-79529.039764609013 -360989.72786771745 -132026.46324393293
-79434.736951065206 -361009.18213210831 -132042.32783394182
-79340.429028298793 -361028.61317762907 -132058.18393146218
-79246.116002536597 -361048.02100376325 -132074.03153574243
-79151.797880005339 -361067.40560999577 -132089.87064603146
-79057.474666931623 -361086.76699581282 -132105.70126157877
-78963.146369541981 -361106.10516070208 -132121.52338163432
-78868.812994062813 -361125.42010415246 -132137.33700544867
-78774.474546720434 -361144.71182565432 -132153.14213227286
-78680.131033741054 -361163.98032469931 -132168.93876135847
-78585.782461350784 -361183.22560078051 -132184.72689195766
-78491.428835775616 -361202.44765339227 -132200.50652332304
-78397.070163241442 -361221.64648203034 -132216.27765470784
-78302.706449974066 -361240.82208619185 -132232.04028536574
-78208.337702199176 -361259.97446537530 -132247.79441455103
-78113.963926142344 -361279.10361908044 -132263.54004151848
-78019.585128029066 -361298.20954680850 -132279.27716552341
-77925.201314084712 -361317.29224806203 -132295.00578582165
-77830.812490534547 -361336.35172234493 -132310.72590166959
-77736.418663603734 -361355.38796916243 -132326.43751232416
-77642.019839517336 -361374.40098802117 -132342.14061704281
-77547.616024500297 -361393.39077842905 -132357.83521508350
-77453.207224777478 -361412.35733989545 -132373.52130570472
-77358.793446573603 -361431.30067193101 -132389.19888816556
-77264.374696113315 -361450.22077404778 -132404.86796172554
-77169.950979621135 -361469.11764575914 -132420.52852564480
-77075.522303321472 -361487.99128657987 -132436.18057918397
-76981.088673438644 -361506.84169602604 -132451.82412160421
-76886.650096196856 -361525.66887361510 -132467.45915216723
-76792.206577820194 -361544.47281886585 -132483.08567013525
-76697.758124532658 -361563.25353129848 -132498.70367477104
-76603.304742558117 -361582.01101043454 -132514.31316533790
-76508.846438120323 -361600.74525579682 -132529.91414109964
-76414.383217442955 -361619.45626690960 -132545.50660132064
-76319.915086749548 -361638.14404329850 -132561.09054526576
-76225.442052263548 -361656.80858449038 -132576.66597220046
-76130.964120208286 -361675.44989001355 -132592.23288139064
-76036.481296806975 -361694.06795939768 -132607.79127210283
-75941.993588282727 -361712.66279217374 -132623.34114360402
-75847.501000858538 -361731.23438787408 -132638.88249516176
-75753.003540757287 -361749.78274603240 -132654.41532604414
-75658.501214201766 -361768.30786618381 -132669.93963551975
-75563.994027414621 -361786.80974786467 -132685.45542285775
-75469.481986618412 -361805.28839061275 -132700.96268732779
-75374.965098035565 -361823.74379396718 -132716.46142820007
-75280.443367888423 -361842.17595746840 -132731.95164474534
-75185.916802399195 -361860.58488065825 -132747.43333623486
-75091.385407789974 -361878.97056307987 -132762.90650194042
-74996.849190282752 -361897.33300427784 -132778.37114113435
-74902.308156099403 -361915.67220379796 -132793.82725308952
-74807.762311461687 -361933.98816118756 -132809.27483707928
-74713.211662591246 -361952.28087599511 -132824.71389237759
-74618.656215709620 -361970.55034777062 -132840.14441825889
-74524.095977038218 -361988.79657606536 -132855.56641399814
-74429.530952798334 -362007.01956043189 -132870.97987887086
-74334.961149211173 -362025.21930042427 -132886.38481215309
-74240.386572497795 -362043.39579559781 -132901.78121312140
-74145.807228879159 -362061.54904550919 -132917.16908105291
-74051.223124576121 -362079.67904971645 -132932.54841522523
-73956.634265809393 -362097.78580777894 -132947.91921491653
-73862.040658799568 -362115.86931925744 -132963.28147940550
-73767.442309767153 -362133.92958371405 -132978.63520797138
